"PostOfficeName","Pincode","DistrictsName","City","State"
"Vallavilai","629192","Kanyakumari","Kanyakumari","Tamil Nadu"
"Valliamkadu","641115","Coimbatore","Coimbatore","Tamil Nadu"
"Vallimedupettai","604207","Vellore","Vellore","Tamil Nadu"
"Vallioor","627117","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vallioor Perundu Nilayam","627117","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vallur","614031","Thanjavur","Thanjavur","Tamil Nadu"
"Valluvakudi","609116","Nagapattinam","Nagapattinam","Tamil Nadu"
"Valluvambakkam","632524","Vellore","Vellore","Tamil Nadu"
"Valoothoor T J","614210","Thanjavur","Thanjavur","Tamil Nadu"
"Valparai","642127","Coimbatore","Valparai","Tamil Nadu"
"Valudavur","605502","Vellore","Vellore","Tamil Nadu"
"Vambam Colony","622309","Pudukottai","Pudukottai","Tamil Nadu"
"Vamban","622312","Pudukottai","Pudukottai","Tamil Nadu"
"Vanagiri","609123","Nagapattinam","Nagapattinam","Tamil Nadu"
"Vanapuram","606753","Vellore","Vellore","Tamil Nadu"
"Vanarmutti","627721","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vanavasi Slm","636457","Salem","Salem","Tamil Nadu"
"Vandahirajapuram","609812","Thanjavur","Thanjavur","Tamil Nadu"
"Vandalur","600048","Chennai","Vandalur","Tamil Nadu"
"Vandavasi","604408","Vellore","Vandavasi","Tamil Nadu"
"Vandavasi","604408","Tiruvannamalai","Tiruvannamalai","Tamil Nadu"
"Vandavasi Cutcherry","604408","Vellore","Vellore","Tamil Nadu"
"Vandavasi Cutcherry","604408","Tiruvannamalai","Tiruvannamalai","Tamil Nadu"
"Vandayaniruppu","614026","Thanjavur","Thanjavur","Tamil Nadu"
"Vandipaliyam","607004","Vellore","Vellore","Tamil Nadu"
"Vangal","639116","Madurai","Madurai","Tamil Nadu"
"Vangal East","639121","Madurai","Madurai","Tamil Nadu"
"Vanganur","631304","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vanimbadi","635751","Vellore","Vellore","Tamil Nadu"
"Vanimbadi Cutcherry","635751","Vellore","Vellore","Tamil Nadu"
"Vaniyambadi","635752","Vellore","Vaniyambadi","Tamil Nadu"
"Vanjnagaram","625116","Madurai","Madurai","Tamil Nadu"
"Vannar Bank","613003","Thanjavur","Thanjavur","Tamil Nadu"
"Vannarpettai Tvl","627003","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vannerpettai Bazar","627003","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vannikonendal","627954","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vanur","605109","Viluppuram","Viluppuram","Tamil Nadu"
"Varaganeri","620008","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Varaganur","626166","Virudhunagar","Virudhunagar","Tamil Nadu"
"Varagur","637021","Vellore","Vellore","Tamil Nadu"
"Varagur","613109","Vellore","Vellore","Tamil Nadu"
"Varapurpudur","622416","Pudukottai","Pudukottai","Tamil Nadu"
"Varattanpalli","635120","Dharmapuri","Dharmapuri","Tamil Nadu"
"Vardajampettai","621805","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Varichikudi","609610","Thanjavur","Thanjavur","Tamil Nadu"
"Variyankaval","621806","Ariyalur","Ariyalur","Tamil Nadu"
"Variyur","629404","Kanyakumari","Kanyakumari","Tamil Nadu"
"Varkalpattu","607109","Vellore","Vellore","Tamil Nadu"
"Varsaipattu Vadagal","609115","Thanjavur","Thanjavur","Tamil Nadu"
"Vasavappapuram","627303","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vasavi College","638316","Madurai","Madurai","Tamil Nadu"
"Vasudevanallur","627758","Tirunelveli","Vasudevanallur","Tamil Nadu"
"Vatayam","643518","The Nilgiri","Uthagamandalam","Tamil Nadu"
"Vattur","637217","Salem","Salem","Tamil Nadu"
"Vavalur","602111","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vavimarudur","625504","Madurai","Madurai","Tamil Nadu"
"Vayalogam","622104","Pudukottai","Pudukottai","Tamil Nadu"
"Vazhaithottam","642127","Coimbatore","Coimbatore","Tamil Nadu"
"Vedakkur Tuticorin","628001","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vedanthangal","603314","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vedaraniyam","614810","Thanjavur","Thanjavur","Tamil Nadu"
"Vedarniyam East","614810","Thanjavur","Thanjavur","Tamil Nadu"
"Vedasandur","624710","Dindigul","Vedasandur","Tamil Nadu"
"Vediapuram","613205","Thanjavur","Thanjavur","Tamil Nadu"
"Veenugopalapuram","607001","Vellore","Vellore","Tamil Nadu"
"Veeranakunnam","603319","Tiruvallur","Tiruvallur","Tamil Nadu"
"Veeranam","627866","Tirunelveli","Tirunelveli","Tamil Nadu"
"Veerapandi","627866","Tirunelveli","Veerapandi","Tamil Nadu"
"Veerapandi Tirupur","638605","Madurai","Veerapandi","Tamil Nadu"
"Veerappanchattam","638004","Madurai","Madurai","Tamil Nadu"
"Veerisettipall","632607","Vellore","Vellore","Tamil Nadu"
"Velacheri","600042","Chennai","Chennai","Tamil Nadu"
"Velagoundanpatti","637212","Salem","Salem","Tamil Nadu"
"Velandipalayam","641025","Coimbatore","Coimbatore","Tamil Nadu"
"Velayuthanpalayam","639117","Madurai","Madurai","Tamil Nadu"
"Velipalayam","611001","Thanjavur","Thanjavur","Tamil Nadu"
"Velipatnam","623535","Ramanathapuram","Ramanathapuram","Tamil Nadu"
"Vellakkal","627823","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vellakoil","638111","Madurai","Vellakoil","Tamil Nadu"
"Vellakuttai","635756","Vellore","Vellore","Tamil Nadu"
"Vellalanvilai","628219","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vellalapatti","625303","Madurai","Madurai","Tamil Nadu"
"Vellalur C B E","641111","Coimbatore","Vellalur","Tamil Nadu"
"Vellamadam","629305","Kanyakumari","Kanyakumari","Tamil Nadu"
"Vellankoil","638059","Madurai","Madurai","Tamil Nadu"
"Vellankuli","627430","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vellanur","622512","Pudukottai","Pudukottai","Tamil Nadu"
"Vellaram","629403","Kanyakumari","Kanyakumari","Tamil Nadu"
"Vellaur Mdu","626109","Virudhunagar","Virudhunagar","Tamil Nadu"
"Vellavaripudur","638807","Madurai","Madurai","Tamil Nadu"
"Vellayammalpuram","626565","Madurai","Madurai","Tamil Nadu"
"Vellayapuram","626157","Virudhunagar","Virudhunagar","Tamil Nadu"
"Vellayapuram","623315","Sivaganga","Sivaganga","Tamil Nadu"
"Velliyanai","639118","Madurai","Madurai","Tamil Nadu"
"Velliyur","602027","Thiruvallur","Thiruvallur","Tamil Nadu"
"Vellodu","624307","Dindigul","Dindigul","Tamil Nadu"
"Vellore Bazar","632004","Vellore","Vellore","Tamil Nadu"
"Vellore Cantoment","632004","Vellore","Vellore","Tamil Nadu"
"Vellore Collectorate","632005","Vellore","Vellore","Tamil Nadu"
"Vellore Fort","632004","Vellore","Vellore","Tamil Nadu"
"Vellore Kasba","632003","Vellore","Vellore","Tamil Nadu"
"Vellore Market","632004","Vellore","Vellore","Tamil Nadu"
"Vellore Sugar Mills","632519","Vellore","Vellore","Tamil Nadu"
"Vellur","626057","Cuddalore","Cuddalore","Tamil Nadu"
"Vellur","606914","Cuddalore","Cuddalore","Tamil Nadu"
"Velur S A","604154","Vellore","Velur","Tamil Nadu"
"Velur Salem","638182","Madurai","Velur","Tamil Nadu"
"Velur Slm Bazar","638182","Madurai","Velur","Tamil Nadu"
"Velur T T Pundi","614724","Thanjavur","Velur","Tamil Nadu"
"Vemandanpalayam","638462","Madurai","Madurai","Tamil Nadu"
"Vembadithalam","637504","Salem","Salem","Tamil Nadu"
"Vembakkam","603111","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vembakkam","604410","Vellore","Vellore","Tamil Nadu"
"Vembakottai","626131","Virudhunagar","Virudhunagar","Tamil Nadu"
"Vembarpatti","624308","Dindigul","Dindigul","Tamil Nadu"
"Vembarpatti","623565","Sivaganga","Sivaganga","Tamil Nadu"
"Vembathur","627906","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vendanpatti","622419","Pudukottai","Pudukottai","Tamil Nadu"
"Vengal C P T","601103","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vengalapurm","635653","Vellore","Vellore","Tamil Nadu"
"Vengamedue","639006","Madurai","Madurai","Tamil Nadu"
"Vengikal","606604","Vellore","Vellore","Tamil Nadu"
"Venkarai East","614636","Thanjavur","Thanjavur","Tamil Nadu"
"Venkatachalapuram","626572","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Venkatakulam","622310","Pudukottai","Pudukottai","Tamil Nadu"
"Venkatanahalli","636751","Dharmapuri","Dharmapuri","Tamil Nadu"
"Venkatesa Mills","642128","Coimbatore","Coimbatore","Tamil Nadu"
"Venkatesapuram","600012","Chennai","Chennai","Tamil Nadu"
"Venkateswarapuram","627867","Thiruvarur","Thiruvarur","Tamil Nadu"
"Vennampalle","632516","Vellore","Vellore","Tamil Nadu"
"Vennandur","637505","Salem","Salem","Tamil Nadu"
"Vennavalkudi","622205","Pudukottai","Pudukottai","Tamil Nadu"
"Venniar Estate","626538","Madurai","Madurai","Tamil Nadu"
"Vepery","600007","Chennai","Chennai","Tamil Nadu"
"Veppalodai","627909","Tirunelveli","Tirunelveli","Tamil Nadu"
"Veppanapalli","635121","Dharmapuri","Dharmapuri","Tamil Nadu"
"Veppankuppam","632109","Vellore","Vellore","Tamil Nadu"
"Veppanthatti","621116","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Veppathur","612105","Thanjavur","Veppathur","Tamil Nadu"
"Veppilankulam","627131","Tirunelveli","Tirunelveli","Tamil Nadu"
"Veppur S A","606304","Vellore","Vellore","Tamil Nadu"
"Veppur Trichur","621717","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Vetrilaiyurani","626173","Virudhunagar","Virudhunagar","Tamil Nadu"
"Vetrivelpuram","628001","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vettaikaraniruppu","611112","Thanjavur","Thanjavur","Tamil Nadu"
"Vettaikaranpudur","642129","Coimbatore","Vettaikaranpudur","Tamil Nadu"
"Vettangudi","609126","Thanjavur","Thanjavur","Tamil Nadu"
"Vettavalam","606754","Vellore","Vettavalam","Tamil Nadu"
"Vetturanimadam","629003","Kanyakumari","Kanyakumari","Tamil Nadu"
"Victoria Extn Road","628002","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vidayal Karuppur","612606","Thanjavur","Thanjavur","Tamil Nadu"
"Vijayalakshmipuram","600053","Chennai","Chennai","Tamil Nadu"
"Vijayamangalam","638056","Madurai","Madurai","Tamil Nadu"
"Vijayapathi","627122","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vijayapuram","638606","Madurai","Madurai","Tamil Nadu"
"Vijayarayanam","627118","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vikramangalam","624232","Dindigul","Dindigul","Tamil Nadu"
"Vikramasingapuram","627425","Tirunelveli","Vikramasingapuram","Tamil Nadu"
"Vikravandi","605652","Vellore","Vikravandi","Tamil Nadu"
"Vilakkathoon","625001","Madurai","Madurai","Tamil Nadu"
"Vilakudi","614715","Thanjavur","Thanjavur","Tamil Nadu"
"Vilambur","603317","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vilambur","606223","Vellore","Vellore","Tamil Nadu"
"Vilampatti","624219","Dindigul","Dindigul","Tamil Nadu"
"Vilampatti","626158","Virudhunagar","Virudhunagar","Tamil Nadu"
"Vilapakkam","632521","Vellore","Vilapakkam","Tamil Nadu"
"Vilar","613052","Thanjavur","Thanjavur","Tamil Nadu"
"Vilathikulam","627907","Tirunelveli","Vilathikulam","Tamil Nadu"
"Villapuram","625012","Madurai","Madurai","Tamil Nadu"
"Villivakkam","600049","Chennai","Chennai","Tamil Nadu"
"Villivakkam North","600049","Chennai","Chennai","Tamil Nadu"
"Villivakkam South","600049","Chennai","Chennai","Tamil Nadu"
"Villukuri","629180","Kanyakumari","Villukuri","Tamil Nadu"
"Villuppanur","626186","Virudhunagar","Virudhunagar","Tamil Nadu"
"Villupuram East","605602","Vellore","Vellore","Tamil Nadu"
"Villupuram H O","605602","Vellore","Vellore","Tamil Nadu"
"Villupuram South","605604","Vellore","Vellore","Tamil Nadu"
"Villupuram West","605602","Vellore","Vellore","Tamil Nadu"
"Vilpatti","624107","Dindigul","Dindigul","Tamil Nadu"
"Vilundamvadi","611119","Thanjavur","Thanjavur","Tamil Nadu"
"Vilvarani","606906","Vellore","Vellore","Tamil Nadu"
"Vilvarayanatham","607001","Vellore","Vellore","Tamil Nadu"
"Vinnamangalam","635821","Dharmapuri","Dharmapuri","Tamil Nadu"
"Virachilai","622412","Pudukottai","Pudukottai","Tamil Nadu"
"Viracholam","623612","Sivaganga","Sivaganga","Tamil Nadu"
"Viragalur","636116","Salem","Salem","Tamil Nadu"
"Viragalur","621722","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Viraghavapuram","627001","Tirunelveli","Tirunelveli","Tamil Nadu"
"Virajimangalam","638683","Madurai","Madurai","Tamil Nadu"
"Viralimalai","621316","Pudukottai","Pudukottai","Tamil Nadu"
"Viramanickam","628227","Tirunelveli","Tirunelveli","Tamil Nadu"
"Viramathi","623212","Sivaganga","Sivaganga","Tamil Nadu"
"Virapandi S A","605758","Vellore","Vellore","Tamil Nadu"
"Virapandi Slm","636308","Salem","Salem","Tamil Nadu"
"Virapandianpattinam","628216","Tirunelveli","Tirunelveli","Tamil Nadu"
"Virapatti","622108","Pudukottai","Pudukottai","Tamil Nadu"
"Virasigamani","627862","Tirunelveli","Tirunelveli","Tamil Nadu"
"Viravanallur","627426","Tirunelveli","Tirunelveli","Tamil Nadu"
"Virnjipuram","632104","Vellore","Vellore","Tamil Nadu"
"Virrkeralampudur","627861","Tirunelveli","Tirunelveli","Tamil Nadu"
"Virudasampatti","636463","Salem","Salem","Tamil Nadu"
"Virudhampet","632006","Vellore","Vellore","Tamil Nadu"
"Virudhunagar Bazar","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar Bus Stand","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar Extension","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar H O","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar Ind Estate","626003","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar North","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar Rs","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar Town","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virudhunagar West","626001","Virudhunagar","Virudhunagar","Tamil Nadu"
"Virugambakkam","600092","Chennai","Chennai","Tamil Nadu"
"Virugambakkam Bazar","600092","Chennai","Chennai","Tamil Nadu"
"Virugambakkam North","600092","Chennai","Chennai","Tamil Nadu"
"Virupatchi","624628","Dindigul","Dindigul","Tamil Nadu"
"Viruvedu","624220","Dindigul","Dindigul","Tamil Nadu"
"Visalakshinagar","625401","Madurai","Madurai","Tamil Nadu"
"Vishamangalam","635652","Sivaganga","Sivaganga","Tamil Nadu"
"Vishnukanchi","631503","Tiruvallur","Tiruvallur","Tamil Nadu"
"Vishnupuram","609506","Thanjavur","Thanjavur","Tamil Nadu"
"Viswanatham","626176","Virudhunagar","Viswanatham","Tamil Nadu"
"Viswanathapuri","627763","Karur","Karur","Tamil Nadu"
"Vittilapuram","627304","Tirunelveli","Tirunelveli","Tamil Nadu"
"Vivekanandapuram","629702","Kanyakumari","Kanyakumari","Tamil Nadu"
"Voorhees College","632001","Vellore","Vellore","Tamil Nadu"
"Vriddhachalam Bazar","606001","Vellore","Vellore","Tamil Nadu"
"Vriddhachalam H O","606001","Vellore","Vellore","Tamil Nadu"
"Vriddhalchalam","606001","Vellore","Vellore","Tamil Nadu"
"Vridhachalam","605809","Vellore","Vellore","Tamil Nadu"
"Vridhachalam R S","606002","Vellore","Vellore","Tamil Nadu"
"Vridhachalam West","606001","Vellore","Vellore","Tamil Nadu"
"Vyasarpady","600039","Chennai","Chennai","Tamil Nadu"
"Vyrichettipalayam","621012","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Vysarnagar Colony","600039","Chennai","Chennai","Tamil Nadu"
"Vysarpady Coop Ind Estate","600039","Chennai","Chennai","Tamil Nadu"
"Wal Tax Road","600001","Chennai","Chennai","Tamil Nadu"
"Walajabad","631605","Tiruvallur","Walajabad","Tamil Nadu"
"Walajapet","632513","Vellore","Walajapet","Tamil Nadu"
"Walajapet Bazar","632513","Vellore","Vellore","Tamil Nadu"
"Washermanpeta East","600021","Chennai","Chennai","Tamil Nadu"
"Washermanpetta","600021","Chennai","Chennai","Tamil Nadu"
"Waterfalls Estate","642105","Coimbatore","Coimbatore","Tamil Nadu"
"Watrap","626132","Virudhunagar","Virudhunagar","Tamil Nadu"
"Wellington","643231","The Nilgiri","Wellington","Tamil Nadu"
"Wellington Bazar","643232","The Nilgiri","Uthagamandalam","Tamil Nadu"
"West Chintamani","620002","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"West Mambalam","600033","Chennai","Chennai","Tamil Nadu"
"West Ponnagaram","625010","Madurai","Madurai","Tamil Nadu"
"Willow Bund","643001","The Nilgiri","Uthagamandalam","Tamil Nadu"
"Wimconagar","600019","Chennai","Chennai","Tamil Nadu"
"Woriyur","620003","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Woriyur Bazar","620003","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"World University","600031","Chennai","Chennai","Tamil Nadu"
"Yanaikkal","625001","Madurai","Madurai","Tamil Nadu"
"Yavilipalayam","638403","Madurai","Madurai","Tamil Nadu"
"Yedakkad","643282","The Nilgiri","Uthagamandalam","Tamil Nadu"
"Yedappalli","643278","The Nilgiri","Uthagamandalam","Tamil Nadu"
"Yelagiri Hills","635855","Dharmapuri","Dharmapuri","Tamil Nadu"
"Yelumalai","626535","Madurai","Madurai","Tamil Nadu"
"Yembal","622204","Pudukottai","Pudukottai","Tamil Nadu"
"Yercaud","636601","Salem","Salem","Tamil Nadu"
"Yesanai","621219","Tiruchirappalli","Tiruchirappalli","Tamil Nadu"
"Yethapur","636117","Salem","Salem","Tamil Nadu"
"Zamin Endathur","603311","Tiruvallur","Tiruvallur","Tamil Nadu"
"Zamin Kollangondan","626163","Virudhunagar","Virudhunagar","Tamil Nadu"
"Zamin Mathur","642005","Coimbatore","Coimbatore","Tamil Nadu"
"Abhaynagar","799005","West Tripura","Agartala","Tripura"
"Agartala","799001","North Tripura","Kailashahar","Tripura"
"Agartala Aerodrome","799009","West Tripura","Agartala","Tripura"
"Agartala Airport","799009","West Tripura","Agartala","Tripura"
"Agartala Bazar","799001","North Tripura","Kailashahar","Tripura"
"Agartala College","799004","West Tripura","Agartala","Tripura"
"Agartala Court","799001","North Tripura","Kailashahar","Tripura"
"Agartala Secretariat","799001","North Tripura","Kailashahar","Tripura"
"Amarpur","799101","South Tripura","Amarpur","Tripura"
"Ampinagar","799108","South Tripura","Udaipur","Tripura"
"Anandapur","799157","South Tripura","Udaipur","Tripura"
"Arundhuti Nagar","799003","West Tripura","Agartala","Tripura"
"Bachaibari","799206","West Tripura","Agartala","Tripura"
"Badarghat","799001","North Tripura","Badarghat","Tripura"
"Bagbassa","799252","North Tripura","Kailashahar","Tripura"
"Bagma","799119","South Tripura","Udaipur","Tripura"
"Baikara","799148","South Tripura","Udaipur","Tripura"
"Bankas","799001","North Tripura","Kailashahar","Tripura"
"Barjala","799011","West Tripura","Agartala","Tripura"
"Bartala Bazar","799001","North Tripura","Kailashahar","Tripura"
"Beloniya","799155","South Tripura","Beloniya","Tripura"
"Bimangarh","799015","West Tripura","Agartala","Tripura"
"Birendra Nagar","799045","West Tripura","Agartala","Tripura"
"Bishalgarh","799102","West Tripura","Agartala","Tripura"
"Bisramaganj","799103","West Tripura","Agartala","Tripura"
"Boxa Nagar","799106","West Tripura","Agartala","Tripura"
"Chaileng","799273","North Tripura","Kailashahar","Tripura"
"Chandrap","799251","North Tripura","Kailashahar","Tripura"
"Charilam","799107","West Tripura","Agartala","Tripura"
"Churaib","799262","North Tripura","Kailashahar","Tripura"
"Dasdabazar","799271","North Tripura","Kailashahar","Tripura"
"Dhaleswar","799007","West Tripura","Agartala","Tripura"
"Dharma Nagar","799250","North Tripura","Dharma Nagar","Tripura"
"Fatikcherra","799214","West Tripura","Agartala","Tripura"
"Fatikroy","799290","North Tripura","Kailashahar","Tripura"
"Garjee","799125","South Tripura","Udaipur","Tripura"
"Gumti Project","799104","South Tripura","Udaipur","Tripura"
"Halahali","799286","North Tripura","Kailashahar","Tripura"
"Jagan Nath Bari","799001","North Tripura","Kailashahar","Tripura"
"Jalefa Bazar","799147","South Tripura","Udaipur","Tripura"
"Jamjuri","799123","South Tripura","Udaipur","Tripura"
"Jampuri","799269","North Tripura","Kailashahar","Tripura"
"Jogendranagar","799010","West Tripura","Jogendranagar","Tripura"
"Jolaibari","799141","South Tripura","Udaipur","Tripura"
"Kadamtala","799261","North Tripura","Kailashahar","Tripura"
"Kailashahar","799277","North Tripura","Kailashahar","Tripura"
"Kakraban","799105","South Tripura","Udaipur","Tripura"
"Kalsibazar","799146","South Tripura","Udaipur","Tripura"
"Kalyanpur","799203","West Tripura","Agartala","Tripura"
"Kamalghat","799210","West Tripura","Agartala","Tripura"
"Kamalpur","799285","North Tripura","Kamalpur","Tripura"
"Kanchanbari","799288","North Tripura","Kailashahar","Tripura"
"Kanchanpur","799270","North Tripura","Kanchanpur","Tripura"
"Kathalia","799132","West Tripura","Agartala","Tripura"
"Khayaspur","799008","West Tripura","Agartala","Tripura"
"Khowai","799201","West Tripura","Khowai","Tripura"
"Khowai Court","799202","West Tripura","Agartala","Tripura"
"Kulaibazar","799204","North Tripura","Kailashahar","Tripura"
"Kumarghat","799264","North Tripura","Kumarghat","Tripura"
"Kunjaban","799006","West Tripura","Kunjaban","Tripura"
"Machmara","799265","North Tripura","Kailashahar","Tripura"
"Maharani","799121","South Tripura","Udaipur","Tripura"
"Manikbhandar","799287","North Tripura","Kailashahar","Tripura"
"Manubazar","799143","North Tripura","Kailashahar","Tripura"
"Manughat","799275","North Tripura","Kailashahar","Tripura"
"Matabari","799122","South Tripura","Udaipur","Tripura"
"Matai","799159","South Tripura","Udaipur","Tripura"
"Melagarh","799115","West Tripura","Agartala","Tripura"
"Mohanpur","799211","West Tripura","Agartala","Tripura"
"Muhuripur","799142","South Tripura","Udaipur","Tripura"
"Paiturbazar","799279","North Tripura","Kailashahar","Tripura"
"Panichouki Bazar","799277","North Tripura","Kailashahar","Tripura"
"Panisagar","799260","North Tripura","Kailashahar","Tripura"
"Pecharthal","799263","North Tripura","Kailashahar","Tripura"
"Radhakishorepur","799120","South Tripura","Udaipur","Tripura"
"Radhanagar","799153","South Tripura","Udaipur","Tripura"
"Rajnagar","799158","South Tripura","Udaipur","Tripura"
"Ramnagar","799158","South Tripura","Udaipur","Tripura"
"Ramnagar","799002","West Tripura","Agartala","Tripura"
"Ranirbazar","799035","West Tripura","Ranirbazar","Tripura"
"Rishyamukh","799156","South Tripura","Udaipur","Tripura"
"Sabroom","799145","South Tripura","Sabroom","Tripura"
"Salbagan","799012","West Tripura","Agartala","Tripura"
"Salema","799278","Dhalai","Ambassa","Tripura"
"Salgarh","799125","South Tripura","Udaipur","Tripura"
"Santirbazar","799144","South Tripura","Udaipur","Tripura"
"Satchand","799149","South Tripura","Udaipur","Tripura"
"Sekerkote","799130","West Tripura","Agartala","Tripura"
"Sidhai","799212","West Tripura","Agartala","Tripura"
"Simna","799213","West Tripura","Agartala","Tripura"
"Sunamura","799131","West Tripura","Agartala","Tripura"
"Teliamura","799205","West Tripura","Teliamura","Tripura"
"Tripura Engg College","799055","West Tripura","Agartala","Tripura"
"Tripura Terminal Council","799001","North Tripura","Kailashahar","Tripura"
"Tripura Vidhan Sabha","799001","North Tripura","Kailashahar","Tripura"
"Udaipur Court","799120","South Tripura","Udaipur","Tripura"
"Zirjhamukha","799109","West Tripura","Agartala","Tripura"
"Ambassa","799289","Dhalai","Ambassa","Tripura"
"A F D Factory","283103","Agra","Agra","Uttar Pradesh"
"A F Station Bareilly","243002","Bareilly","Bareilly","Uttar Pradesh"
"A G Palace","221001","Varanasi","Varanasi","Uttar Pradesh"
"A P Sabha","226001","Lucknow","Lucknow","Uttar Pradesh"
"A T P S","231225","Mirzapur","Mirzapur","Uttar Pradesh"
"Abbotganj","284001","Jhansi","Jhansi","Uttar Pradesh"
"Aboonagar","212601","Fatehpur","Fatehpur","Uttar Pradesh"
"Abupur","250001","Meerut","Meerut","Uttar Pradesh"
"Achalda","206241","Etwah","Etwah","Uttar Pradesh"
"Achnera","283101","Agra","Agra","Uttar Pradesh"
"Adalhat","231302","Mirzapur","Mirzapur","Uttar Pradesh"
"Adampur","271404","Gonda","Gonda","Uttar Pradesh"
"Adarsh Nagar","226005","Lucknow","Lucknow","Uttar Pradesh"
"Advacate","226001","Lucknow","Lucknow","Uttar Pradesh"
"Aerodrome","226009","Lucknow","Lucknow","Uttar Pradesh"
"Afim-Ki-Kothi","230122","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Afzalgarh","246722","Bijnore","Afzalgarh","Uttar Pradesh"
"Agai","229414","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Agarwal","250601","Meerut","Meerut","Uttar Pradesh"
"Aghwanpur","244502","Moradabad","Moradabad","Uttar Pradesh"
"Agra","282001","Agra","Agra","Uttar Pradesh"
"Agra","282001","Agra","Agra","Uttar Pradesh"
"Agra Fort","282003","Agra","Agra","Uttar Pradesh"
"Agra University","282004","Agra","Agra","Uttar Pradesh"
"Agricultural College","208002","Kanpur","Kanpur","Uttar Pradesh"
"Agricultural Institue","211007","Allahabad","Allahabad","Uttar Pradesh"
"Agricultural School Buland","203121","Bulandshahr","Bulandshahr","Uttar Pradesh"
"Agsoli","204210","Aligarh","Aligarh","Uttar Pradesh"
"Aheripur","206120","Etwah","Etwah","Uttar Pradesh"
"Ahirori","241121","Hardoi","Hardoi","Uttar Pradesh"
"Ahmadpur","242230","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"Ahmedganj","211003","Allahabad","Allahabad","Uttar Pradesh"
"Ahorwa","222135","Jaunpur","Jaunpur","Uttar Pradesh"
"Ahraula","223221","Azamgarh","Azamgarh","Uttar Pradesh"
"Ahraura","231301","Mirzapur","Ahraura","Uttar Pradesh"
"Aihar","229121","Raibareilly","Raibareilly","Uttar Pradesh"
"Ailum","247771","Muzaffarnagar","Ailum","Uttar Pradesh"
"Aira Estate","262722","Kheri","Kheri","Uttar Pradesh"
"Aishbagh","226004","Lucknow","Lucknow","Uttar Pradesh"
"Ait","285201","Jalaun","Jalaun","Uttar Pradesh"
"Ajgain","209821","Unnao","Unnao","Uttar Pradesh"
"Ajgara","230144","Pratapgarh","Pratapgarh","Uttar Pradesh"
"Ajitganj","205120","Mainpuri","Mainpuri","Uttar Pradesh"
"Ajitmal","206121","Etwah","Etwah","Uttar Pradesh"
"Akbaries","242419","Shahjahanpur","Shahjahanpur","Uttar Pradesh"
"Akbarpur","224122","Faizabad","Akbarpur","Uttar Pradesh"
"Akbarpur","209101","Kanpur","Akbarpur","Uttar Pradesh"
"Akhand Nagar","228171","Sultanpur","Sultanpur","Uttar Pradesh"
"Akola","283102","Agra","Agra","Uttar Pradesh"
"Akorha","221209","Varanasi","Varanasi","Uttar Pradesh"
"Akradbad","202121","Aligarh","Aligarh","Uttar Pradesh"
